,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
106603,Chaim,Clair,M,904,674-2471,JACKSONVILLE,FL,32219,S,N,65000,0.0,0,0,0
106604,Veda,Dniestrowski,F,319,573-4803,ARION,IA,51520,M,Y,20000,3.2516527,0,80,40
106605,Deepali,Bruchert,F,225,261-8097,FRIERSON,LA,71027,M,Y,80000,6.0,0,9000,1000
106606,Jens,Matteis,M,939,727-1065,PONCE,PR,734,S,N,45000,0.0,0,0,0
106607,Meilir,Tomov,F,570,517-4734,WARMINSTER,PA,18974,S,Y,45000,3.07,0,0,0
106608,Tianji,Gilhooly,M,406,924-5511,ZURICH,MT,59547,M,N,70000,6.9,0,3800,0
106609,Yin,Meyrowitz,M,609,522-7670,VENTNOR CITY,NJ,8406,M,N,20000,1.4,0,2000,0
106610,Cristinel,Sagayama,F,406,543-5299,WHITEWATER,MT,59544,M,Y,20000,6.9,0,3800,1900
106611,Gal,Pitt,M,208,629-3157,ISLAND PARK,ID,83429,S,N,80000,7.8,3300,0,0
106612,Liz,Buford,F,801,658-7526,SALT LAKE CITY,UT,84132,S,Y,25000,7.0,2475,0,2475
106613,Yongmin,Marietta,M,307,543-4121,ALVA,WY,82711,S,N,65000,0.0,0,0,0
106614,Min,Ianni,M,479,993-7565,HOXIE,AR,72433,S,Y,65000,7.0,20,0,20
106615,Renger,Bachem,F,417,763-9176,SEDALIA,MO,65301,S,N,90000,6.0,2100,0,0
106616,Tadanori,Rijsenbrij,M,947,647-3713,JOHANNESBURG,MI,49751,M,N,50000,3.9,0,6200,0
106617,Dara,Scheen,M,603,176-8055,EAST CANDIA,NH,3040,M,N,30000,0.0,0,0,0
106618,Jovan,Colorni,F,541,607-7141,BEAVERTON,OR,97075,M,Y,85000,9.0,0,318,159
106619,Brad,Lust,F,580,464-7665,LAHOMA,OK,73754,M,N,55000,6.25,0,2000,0
106620,Ladislas,Sabharwal,M,603,140-5542,HOOKSETT,NH,3106,S,N,90000,0.0,0,0,0
106621,Roel,Kingham,M,801,411-8230,ANTIMONY,UT,84712,S,N,65000,7.0,2475,0,0
106622,Farahangiz,Hockney,F,317,787-7510,PERU,IN,46970,M,Y,15000,3.4,0,2000,1000
106623,Jarke,Zirkelbach,F,901,776-8557,MILAN,TN,38358,M,Y,35000,0.0,0,0,0
106624,Feng,Pangratz,F,301,146-7555,WINDSOR MILL,MD,21244,S,Y,50000,4.75,2400,0,2400
106625,Shikharesh,Rosenkrantz,F,607,766-7474,LAKEVILLE,NY,14480,M,Y,55000,4.272256,0,0,1000
106626,Huei,Lamba,F,808,812-9384,MOUNTAIN VIEW,HI,96771,M,Y,80000,8.25,0,2080,1040
106627,Irvin,Schkolnick,F,251,270-2636,PELHAM,AL,35124,M,N,5000,5.0,0,3000,0
106628,Masakiyo,Weicker,M,763,650-7283,GEORGETOWN,MN,56546,S,Y,45000,6.6568303,3300,0,3300
106629,Yurdaer,Yochum,F,813,531-3074,EDGAR,FL,32149,M,N,85000,0.0,0,0,0
106630,Jitendra,Sureson,F,303,707-1115,MORRISON,CO,80465,M,N,90000,4.63,0,0,0
106631,Chrystopher,Jindal,F,212,145-3752,CENTEREACH,NY,11720,M,Y,90000,4.475,0,0,1000
106632,Geber,Verlind,F,406,317-3890,GOLD CREEK,MT,59733,M,Y,100000,6.9,0,3800,1900
106633,Hwee,Hadfield,F,405,227-7006,PRYOR,OK,74361,S,N,90000,6.25,1000,0,0
106634,Amber,Schmidmaier,M,847,162-2703,SECOR,IL,61771,S,N,30000,3.0,2000,0,0
106635,Raphael,Rebeuf,F,757,987-4607,CORBIN,VA,22446,S,Y,5000,2.5357144,900,0,900
106636,Supriya,Grape,M,419,493-3041,BRYAN,OH,43506,M,Y,80000,3.2016153,0,2600,1300
106637,Georgy,Miranker,F,515,964-3108,DICKENS,IA,51333,S,Y,90000,8.98,40,0,40
106638,Oksana,Stricker,F,920,157-1654,ABRAMS,WI,54101,S,N,70000,5.6626635,700,0,0
106639,Yiping,Reich,F,818,340-6711,SACRAMENTO,CA,95831,M,N,80000,9.3,0,174,0
106640,Bal,Sanglu,F,860,176-1988,HAMDEN,CT,6514,S,Y,60000,5.0,12750,0,0
106641,Deniz,Chimia,M,202,309-6782,WASHINGTON,DC,20422,M,N,70000,9.0,0,2740,0
106642,Rolf,Wongsaroje,F,701,382-6142,FORBES,ND,58439,S,N,25000,2.1,3300,0,0
106643,Genta,Ferriere,M,469,574-7193,SAN ANTONIO,TX,78204,M,Y,30000,0.0,0,0,0
106644,Josh,Delcoigne,M,505,665-5393,REDROCK,NM,88055,M,Y,15000,4.957143,0,6600,3300
106645,Jennie,Isbitz,M,239,127-6455,MIAMI,FL,33124,S,N,40000,0.0,0,0,0
106646,Hamza,Shiloh,M,858,632-5446,SCOTTS VALLEY,CA,95067,S,N,40000,8.951314,87,0,0
106647,Mitsuhiko,Cox,M,971,169-4887,GRANTS PASS,OR,97527,M,Y,40000,9.0,0,318,159
106648,Gudrun,Cui,M,360,736-2279,OLYMPIA,WA,98507,M,Y,95000,0.0,0,0,0
106649,Ting,Flandrena,M,401,746-2320,WESTERLY,RI,2891,M,Y,15000,0.0,0,0,0
106650,Attahiru,Holager,M,305,335-7205,JASPER,FL,32052,S,N,50000,0.0,0,0,0
106651,Malu,Diefendorff,M,515,885-3051,FOSTORIA,IA,51340,M,Y,65000,8.98,0,80,40
106652,Bhuvan,Blot,M,939,866-7692,SAN JUAN,PR,926,S,Y,10000,0.0,0,0,0
106653,Hiroki,Malkhi,F,856,970-9659,HALEDON,NJ,7538,S,N,15000,1.4,1000,0,0
106654,Ricard,Roncato,F,816,582-7832,EDINA,MO,63537,S,N,85000,6.0,2100,0,0
106655,Lata,Hammerle,M,219,260-5092,LEBANON,IN,46052,S,N,85000,3.4,1000,0,0
106656,Damien,Barkley,M,434,536-1870,ARLINGTON,VA,22241,S,N,90000,5.75,900,0,0
106657,Oswin,Peot,F,360,374-2105,MALDEN,WA,99149,M,Y,35000,0.0,0,0,0
106658,Haiming,Michalakopoulos,F,616,100-9336,CARROLLTON,MI,48724,M,N,25000,3.9,0,6200,0
106659,Sunondo,Perelgut,F,406,718-2655,WEST GLACIER,MT,59936,S,Y,95000,6.9,1900,0,1900
106660,Tomoharu,Galtieli,M,605,636-8471,FORT THOMPSON,SD,57339,M,Y,20000,0.0,0,0,0
106661,Carisa,Moshkow,M,417,951-5684,SIBLEY,MO,64088,M,Y,45000,6.0,0,4200,1200
106662,Muthu,Engbersen,F,505,606-8079,FAIRACRES,NM,88033,M,Y,85000,5.3,0,6600,3300
106663,Darryl,McElwain,F,787,494-5608,GURABO,PR,778,S,N,65000,0.0,0,0,0
106664,Larisa,Simplot,F,814,374-3846,COOLSPRING,PA,15730,M,Y,5000,3.07,0,0,0
106665,Morganna,Yijun,M,580,849-6508,DUNCAN,OK,73536,M,Y,75000,6.25,0,2000,1000
106666,Grover,Karstu,F,731,277-2710,MEMPHIS,TN,38118,M,N,65000,0.0,0,0,0
106667,Appie,Ruemmler,F,201,899-1662,BELMAR,NJ,7719,M,Y,75000,2.267396,0,2000,1500
106668,Kanwar,Alpay,F,909,740-4273,DUARTE,CA,91008,M,Y,15000,3.0493855,0,174,272
106669,Kirsty,Taimanov,F,312,311-6892,COUNTRY CLUB HILLS,IL,60478,M,N,80000,3.0,0,4000,0
106670,Catherina,Rutsche,M,504,958-1381,GOLDONNA,LA,71031,S,Y,10000,2.0,4500,0,1000
106671,Rajjan,Aamodt,M,605,490-8347,YANKTON,SD,57079,M,N,65000,0.0,0,0,0
106672,Monika,Gotzinger,F,402,615-8608,EWING,NE,68735,S,Y,15000,4.7976766,103,0,103
106673,Svante,Staylopatis,M,503,218-3677,TALENT,OR,97540,M,N,15000,9.0,0,318,0
106674,Syunsuke,Aimeur,F,678,695-8589,MARIETTA,GA,30006,M,N,45000,6.0,0,5400,0
106675,Marian,Mulatero,M,207,101-1277,SABATTUS,ME,4280,S,Y,90000,8.5,2850,0,2850
106676,Piyush,Rosenblum,M,862,500-1557,LONG BRANCH,NJ,7740,S,N,95000,2.5828125,1000,0,0
106677,Nelleke,McJones,M,414,187-6742,ROSENDALE,WI,54974,M,Y,20000,4.7939067,0,1400,400
106678,Sleiman,Coppo,F,608,803-9417,BENTON,WI,53803,S,N,15000,4.707031,700,0,0
106679,Guan,Denny,F,407,713-7599,BOWLING GREEN,FL,33834,M,Y,70000,0.0,0,0,0
106680,Tosiyasu,Radwan,M,785,716-1972,WICHITA,KS,67202,M,Y,25000,5.4666667,0,4500,2250
106681,Carmelo,Chuan,F,605,517-7959,PLATTE,SD,57369,S,Y,35000,0.0,0,0,0
106682,Dorbin,Bednarek,F,630,894-3197,APPLE RIVER,IL,61001,M,N,80000,3.0,0,4000,0
106683,Shishir,Complak,M,971,154-6290,SILETZ,OR,97380,S,N,35000,9.0,159,0,0
106684,Concettina,Miliades,M,240,347-4493,JOPPA,MD,21085,S,Y,10000,4.75,2400,0,2400
106685,Susie,Rayne,M,917,602-3109,MEDUSA,NY,12120,S,N,70000,4.359146,0,0,0
106686,Sadamu,Grana,M,907,377-3203,UNALASKA,AK,99685,S,N,40000,0.0,0,0,0
106687,Oliver,Koganti,F,919,206-2232,ASHEVILLE,NC,28804,M,N,80000,7.410839,0,6600,0
106688,Katsuo,Schwenkreis,M,269,292-5658,SANDUSKY,MI,48471,S,Y,100000,3.9,3100,0,3100
106689,Chetan,Sembok,M,207,150-3187,NEWRY,ME,4261,S,N,100000,8.5,2850,0,0
106690,Hugh,Miike,F,773,465-7868,DORSEY,IL,62021,S,N,55000,3.0,2000,0,0
106691,Susumu,Miremadi,M,262,806-4781,MILWAUKEE,WI,53222,S,Y,20000,4.7939067,700,0,400
106692,Katsuhisa,Suwunboriruksa,M,307,102-2497,ALTA,WY,83414,M,N,20000,0.0,0,0,0
106693,Jairus,Weinand,M,520,318-9558,SAFFORD,AZ,85546,S,N,35000,3.2575,2100,0,0
106694,Mahendran,Lavalette,M,425,140-4343,BOTHELL,WA,98021,S,N,80000,0.0,0,0,0
106695,Kasper,Kaelbling,M,417,335-3128,COTTLEVILLE,MO,63338,S,N,25000,6.0,2100,0,0
106696,Xiaogang,Heindl,M,973,365-2751,HEISLERVILLE,NJ,8324,M,Y,20000,1.4,0,2000,1500
106697,Anamaria,Malkhi,M,775,914-5651,LAS VEGAS,NV,89141,S,N,85000,0.0,0,0,0
106698,Tamiya,Skansholm,F,785,791-6253,LA HARPE,KS,66751,S,Y,50000,6.45,2250,0,2250
106699,Fujio,Kamiko,F,804,343-6250,SYRIA,VA,22743,M,N,35000,5.75,0,1800,0
106700,Viera,Bals,M,971,749-5404,PORTLAND,OR,97219,M,Y,50000,9.0,0,318,159
106701,Jayasree,Schaar,F,502,530-7320,SANDGAP,KY,40481,M,Y,30000,3.5,0,40,20
106702,Zine,Newstetter,M,580,805-3294,OKLAHOMA CITY,OK,73105,M,Y,100000,6.25,0,2000,1000
106703,Ragunathan,Windeknecht,M,606,882-5746,HOPKINSVILLE,KY,42240,S,Y,10000,2.3888888,20,0,20
106704,Noha,Witteveen,M,754,138-1053,LONGWOOD,FL,32779,S,Y,65000,0.0,0,0,0
106705,Helio,Orphanoudakis,M,319,338-5323,STUART,IA,50250,M,N,65000,8.98,0,80,0
106706,Guoping,Vandenbroeck,F,217,434-8432,BATH,IL,62617,S,Y,15000,3.0,2000,0,2000
106707,Rubens,Leask,F,769,251-4993,JACKSON,MS,39283,M,N,15000,5.0,0,12000,0
106708,Zhaojun,Chu,F,563,949-2145,HOSPERS,IA,51238,M,N,50000,7.8829904,0,80,0
106709,Xiaoxin,Gursoy,M,302,418-9598,SEAFORD,DE,19973,S,Y,15000,2.8818183,110,0,110
106710,Aleksandr,Manderick,F,208,855-9345,PRIEST RIVER,ID,83856,S,Y,25000,7.8,3300,0,3300
106711,Muffy,Chimura,M,601,370-5246,BAILEY,MS,39320,M,Y,85000,5.0,0,12000,1500
106712,Chawki,Kieras,M,580,517-8593,OKLAHOMA CITY,OK,73104,S,Y,80000,6.25,1000,0,1000
106713,Mehul,Obradovich,F,260,114-3132,STINESVILLE,IN,47464,M,N,35000,3.4,0,2000,0
106714,Hiroshige,Dangedej,M,803,211-7930,CHARLESTON,SC,29422,M,N,10000,5.752432,0,6600,0
106715,Byung,Gerdt,F,702,622-8803,LAS VEGAS,NV,89121,S,N,70000,0.0,0,0,0
106716,Jasmina,Socorro,M,419,286-2589,BELLBROOK,OH,45305,M,Y,40000,1.8738205,0,2600,1300
106717,Rochel,Leiba,M,401,729-9741,PROVIDENCE,RI,2901,M,N,15000,0.0,0,0,0
106718,Lihong,Cranor,M,434,839-4735,SUSAN,VA,23163,S,N,100000,5.75,900,0,0
106719,Dzung,Greve,M,612,718-1488,SAINT PAUL,MN,55105,M,N,75000,7.85,0,6600,0
106720,Brajesh,Kalamatianos,F,901,685-9161,LAFAYETTE,TN,37083,S,Y,60000,0.0,0,0,0
106721,Petia,Oettli,M,302,519-5848,REHOBOTH BEACH,DE,19971,M,N,15000,2.8818183,0,220,0
106722,Ahwin,Tardieu,M,307,311-6119,CHEYENNE,WY,82010,S,N,95000,0.0,0,0,0
106723,Vernon,Rajamony,F,818,468-5902,VALLEY VILLAGE,CA,91607,M,Y,80000,9.3,0,174,272
106724,Detlef,Jumpertz,F,862,587-7270,TENNENT,NJ,7763,M,Y,50000,1.873125,0,2000,1500
106725,Kohichi,Collett,F,949,854-6934,SACRAMENTO,CA,95814,S,N,5000,1.0,87,0,0
106726,Jaejoon,Bird,M,208,105-4540,MERIDIAN,ID,83642,S,N,30000,7.8,3300,0,0
106727,Hyongmuk,Feber,M,505,344-4848,MAXWELL,NM,87728,M,N,45000,5.3,0,6600,0
106728,Shaibal,Nikovski,M,302,117-3207,NEWARK,DE,19715,M,Y,35000,4.245455,0,220,110
106729,Subhas,Milde,F,603,336-9092,STODDARD,NH,3464,S,N,30000,0.0,0,0,0
106730,Ishai,Speer,M,939,483-2726,ARECIBO,PR,612,S,Y,40000,0.0,0,0,0
106731,Quoc,Zemlin,M,402,809-8894,FILLEY,NE,68357,M,N,10000,3.9097095,0,206,0
106732,Murlikrishna,Gramlich,M,920,143-4558,ADAMS,WI,53910,S,Y,45000,5.228285,700,0,400
106733,Wonchan,Aidoud,F,401,983-9036,NORTH KINGSTOWN,RI,2852,M,Y,35000,0.0,0,0,0
106734,Varghese,Cassel,M,302,690-2072,FENWICK ISLAND,DE,19944,M,Y,35000,4.245455,0,220,110
106735,Aurelio,Kato,M,712,703-3118,WINDSOR HEIGHTS,IA,50324,M,Y,15000,2.479763,0,80,40
106736,Iyad,Affisco,F,302,601-7341,WILMINGTON,DE,19807,S,N,100000,5.95,110,0,0
106737,Stanley,Braccini,M,763,985-1785,SAINT CLOUD,MN,56393,S,N,55000,7.1904483,3300,0,0
106738,Johny,Boudjlida,F,330,754-5702,CARROLL,OH,43112,M,N,75000,3.0356412,0,2600,0
106739,Zhiguo,Waymire,F,520,417-7111,PEARCE,AZ,85625,S,N,30000,3.1799998,2100,0,0
106740,Claudionor,Studzinski,F,563,533-9951,VAN WERT,IA,50262,M,N,40000,6.339211,0,80,0
106741,Jeannette,Herber,M,770,267-7938,CONCORD,GA,30206,M,Y,25000,6.0,0,5400,3000
106742,Shaowen,Ochuodho,F,720,524-6774,GRAND LAKE,CO,80447,M,Y,50000,4.63,0,0,0
106743,Shihming,McMorris,F,907,790-1352,TUNUNAK,AK,99681,S,Y,15000,0.0,0,0,0
106744,Arumugam,Aghili,M,402,232-6490,VIRGINIA,NE,68458,S,Y,95000,6.84,103,0,103
106745,Hidetoshi,Berk,F,307,597-4579,BASIN,WY,82410,M,Y,55000,0.0,0,0,0
106746,Huimin,Lakoumentas,F,815,479-6943,ELVASTON,IL,62334,M,Y,90000,3.0,0,4000,2000
106747,Jairus,Umeyama,M,301,609-4672,ANNAPOLIS,MD,21401,M,N,10000,4.75,0,4800,0
106748,Gilles,Stiles,F,208,146-6879,TWIN FALLS,ID,83303,M,Y,30000,7.8,0,6600,3300
106749,Kees,Anstey,F,323,282-5516,SANTA MONICA,CA,90403,M,N,20000,4.2297716,0,174,0
106750,Henk,Lipner,M,630,270-3699,ELEROY,IL,61027,S,N,70000,3.0,2000,0,0
106751,Milam,Dulay,M,510,481-5986,LARKSPUR,CA,94939,S,N,25000,5.410157,87,0,0
106752,Along,Grandage,M,707,193-7218,ANGELS CAMP,CA,95222,S,N,90000,9.3,87,0,0
106753,Tayloe,Bearman,M,316,512-1340,FORT SCOTT,KS,66701,M,Y,65000,6.45,0,4500,2250
106754,Lee,Vigna,F,641,656-2610,DES MOINES,IA,50335,M,N,95000,8.98,0,80,0
106755,Detmar,Lueth,M,859,609-2973,BEAVER DAM,KY,42320,S,N,65000,5.4444447,20,0,0
106756,Natividad,Farrara,M,606,631-6915,SHARPSBURG,KY,40374,M,N,85000,6.0,0,40,0
106757,Tatuo,Mimpen,M,513,137-3881,SOUTHINGTON,OH,44470,M,N,20000,1.2099231,0,2600,0
106758,Kazuhiro,Neiman,F,402,562-7034,ATLANTA,NE,68923,M,Y,5000,3.0217428,0,206,103
106759,Koti,Hamburg,M,939,371-6325,BAYAMON,PR,959,M,N,15000,0.0,0,0,0
106760,Ralf,Redd,M,316,823-3800,PORTIS,KS,67474,S,N,75000,6.45,2250,0,0
106761,Dusko,Pederson,F,860,891-3278,NEW HAVEN,CT,6533,S,Y,70000,5.0,12750,0,0
106762,Jiang,Reinhard,M,517,258-1499,KINCHELOE,MI,49788,M,Y,75000,3.9,0,6200,3100
106763,Abbas,Matthew,F,662,518-8533,MIZE,MS,39116,S,N,80000,5.0,6000,0,0
106764,Derrell,Andraka,M,302,923-8880,KIRKWOOD,DE,19708,M,N,30000,3.9045453,0,220,0
106765,Hsiangchu,Ackermann,M,580,518-7048,BURNS FLAT,OK,73624,S,Y,80000,6.25,1000,0,1000
106766,Krithi,Veccia,F,816,966-6406,PACIFIC,MO,63069,M,N,30000,6.0,0,4200,0
106767,Ashim,Argamon,F,906,405-3207,HADLEY,MI,48440,M,N,100000,3.9,0,6200,0
106768,Jimmie,Muzio,F,408,567-8831,ANAHEIM,CA,92814,S,Y,45000,9.3,87,0,272
106769,Willi,Stafford,F,201,761-1110,NEW BRUNSWICK,NJ,8933,M,N,40000,1.7154167,0,2000,0
106770,Kanwar,Phoa,F,603,402-5243,NEWMARKET,NH,3857,S,N,5000,0.0,0,0,0
106771,Kriengkrai,Veretennikov,M,302,181-2138,WILMINGTON,DE,19896,M,N,20000,3.2227273,0,220,0
106772,Adrain,Rivero,M,606,762-9141,TOTZ,KY,40870,S,Y,100000,6.0,20,0,20
106773,Najmi,Perly,F,603,483-5357,BARRINGTON,NH,3825,M,Y,20000,0.0,0,0,0
106774,Jinhai,Banachowski,F,701,936-5528,AGATE,ND,58310,S,Y,35000,2.161439,3300,0,3300
106775,Gwyneth,Isman,F,816,510-2531,ISABELLA,MO,65676,M,Y,5000,3.75,0,4200,1200
106776,Yuk,Devesa,F,802,245-7435,BROOKFIELD,VT,5036,M,Y,95000,4.8951945,0,6600,3300
106777,Catarina,Perrone,M,541,779-7077,JACKSONVILLE,OR,97530,M,Y,55000,9.0,0,318,159
106778,Pranas,Kruseman,M,803,738-9283,FLORENCE,SC,29503,M,Y,55000,7.0,0,6600,3300
106779,Sreenath,Bergevin,F,812,631-3495,NEWBURGH,IN,47629,S,Y,70000,3.4,1000,0,1000
106780,Cristian,Surav,M,803,461-8167,SUMMERTON,SC,29148,S,Y,45000,7.0,3300,0,3300
106781,Athar,Rutsche,F,808,658-8728,HONOLULU,HI,96826,M,Y,70000,8.25,0,2080,1040
106782,Junghsen,Bitner,F,660,106-4117,WEST PLAINS,MO,65775,S,Y,50000,6.0,2100,0,1200
106783,Hannelore,Nakatake,F,304,177-8826,HUNTINGTON,WV,25777,S,Y,100000,6.5,2000,0,2000
106784,Zdravko,Conta,F,308,533-7285,HOMER,NE,68030,M,N,5000,3.0217428,0,206,0
106785,Abigail,Ghemri,F,802,706-5678,SAINT JOHNSBURY,VT,5819,S,Y,15000,3.6,3300,0,3300
106786,Mahendra,Altiok,M,719,414-9678,ENGLEWOOD,CO,80150,M,N,10000,4.63,0,0,0
106787,Rinat,Vazquez,F,206,329-4780,JOYCE,WA,98343,M,N,80000,0.0,0,0,0
106788,Sigal,Garratt,M,302,962-6631,NEWARK,DE,19716,S,Y,65000,5.95,110,0,110
106789,Sirkka,Tripathy,F,541,301-3391,SHERWOOD,OR,97140,S,Y,65000,9.0,159,0,159
106790,Vishu,Loiselle,M,401,961-1470,COVENTRY,RI,2816,M,N,15000,0.0,0,0,0
106791,Masanori,Strater,M,907,527-9335,PORT LIONS,AK,99550,S,N,85000,0.0,0,0,0
106792,Xiaoqun,Waern,M,281,647-9666,ENCINO,TX,78353,S,N,45000,0.0,0,0,0
106793,Samphel,Nadella,M,907,770-6133,YAKUTAT,AK,99689,S,Y,100000,0.0,0,0,0
106794,Gay,Pinto,F,208,643-4739,KUNA,ID,83634,S,Y,40000,7.8,3300,0,3300
106795,Dhamir,Franzblau,M,202,563-1493,WASHINGTON,DC,20428,S,Y,100000,9.0,1370,0,1370
106796,Gaurav,Khedro,M,808,403-6086,NINOLE,HI,96773,S,N,85000,8.25,1040,0,0
106797,Chihei,Powley,F,603,918-1457,HANOVER,NH,3755,M,Y,15000,0.0,0,0,0
106798,Ognen,Czech,M,317,785-9271,SPENCER,IN,47460,S,N,35000,3.4,1000,0,0
106799,Syunsuke,Straney,F,316,743-3562,SATANTA,KS,67870,M,Y,40000,6.45,0,4500,2250
106800,Vojin,Schlegelmilch,M,317,812-3533,FORT WAYNE,IN,46803,M,N,100000,3.4,0,2000,0
106801,Kev,Usher,M,605,520-1081,DELL RAPIDS,SD,57022,S,Y,30000,0.0,0,0,0
106802,Ponnekanti,Hensel,M,920,319-1309,OSSEO,WI,54758,S,Y,60000,5.488912,700,0,400
106803,Kenshin,Dayana,M,504,852-7974,PLAIN DEALING,LA,71064,M,Y,65000,6.0,0,9000,1000
106804,Adham,Yabe,F,603,280-6360,WARNER,NH,3278,M,Y,75000,0.0,0,0,0
106805,Behnam,Rain,F,240,661-5933,PARKTON,MD,21120,M,Y,90000,4.75,0,4800,2400
106806,Pozung,Haller,M,609,212-3320,NEW BRUNSWICK,NJ,8905,S,Y,75000,2.267396,1000,0,1500
106807,Enrique,Perna,M,620,958-6612,KIRWIN,KS,67644,M,Y,25000,5.4666667,0,4500,2250
106808,Myla,Winter,F,503,913-9931,NYSSA,OR,97913,M,Y,35000,9.0,0,318,159
106809,Grace,Spork,M,315,619-9027,HAILESBORO,NY,13645,M,Y,60000,4.3012195,0,0,1000
106810,Kokou,Demner,M,219,468-4250,LOGANSPORT,IN,46947,S,Y,95000,3.4,1000,0,1000
106811,Dongmo,Mitrou,F,360,710-8960,VANCOUVER,WA,98685,S,N,85000,0.0,0,0,0
106812,Nicolau,Lauff,M,406,478-6609,BUTTE,MT,59703,M,N,55000,6.9,0,3800,0
106813,Nobuyoshi,Hensel,M,339,737-2744,RAYNHAM CENTER,MA,2768,S,Y,20000,5.3,3575,0,1000
106814,Kelly,Trammell,F,605,171-8054,MENNO,SD,57045,M,Y,25000,0.0,0,0,0
106815,Zuzana,Flowers,F,702,960-3974,LAS VEGAS,NV,89105,M,Y,75000,0.0,0,0,0
106816,Bedir,Reiprich,F,870,225-6085,CABOT,AR,72023,S,N,15000,3.773037,20,0,0
106817,Sadatoshi,Balard,F,860,825-3566,EAST GRANBY,CT,6026,M,Y,40000,5.0,0,24500,0
106818,Tomokazu,Lichnewsky,F,860,979-6577,DANIELSON,CT,6239,M,N,35000,5.0,0,24500,0
106819,Melvin,Heckerman,M,317,736-8794,WAKARUSA,IN,46573,S,N,60000,3.4,1000,0,0
106820,Koh,Shokrollahi,F,808,430-5755,ANAHOLA,HI,96703,M,Y,30000,6.447368,0,2080,1040
106821,Carver,Wetherbe,M,931,299-9477,COTTAGE GROVE,TN,38224,S,N,5000,0.0,0,0,0
106822,Mikio,Bakhtari,M,269,190-6796,ROCKLAND,MI,49960,M,N,55000,3.9,0,6200,0
106823,Takuo,Diehr,F,701,942-5855,TURTLE LAKE,ND,58575,S,N,55000,2.3932838,3300,0,0
106824,Sourabh,Visetti,M,505,206-1419,AMISTAD,NM,88410,M,Y,80000,5.3,0,6600,3300
106825,Nicu,Eichstaedt,F,401,933-5940,TIVERTON,RI,2878,S,Y,60000,0.0,0,0,0
106826,Guenter,Tabor,M,972,390-5901,BORGER,TX,79007,M,N,35000,0.0,0,0,0
106827,Katsumasa,Roveri,F,860,354-1348,MERIDEN,CT,6451,S,N,100000,5.0,12750,0,0
106828,Atsushi,Simone,F,313,659-5496,SYLVAN BEACH,MI,49463,S,Y,10000,3.9,3100,0,3100
106829,Makiki,Picht,M,907,829-6170,TRAPPER CREEK,AK,99683,S,N,20000,0.0,0,0,0
106830,Xiangjun,Kotani,F,253,830-9179,NAHCOTTA,WA,98637,S,Y,80000,0.0,0,0,0
106831,Moray,Domajnko,F,225,119-2551,LA PLACE,LA,70069,M,N,40000,6.0,0,9000,0
106832,Toshihide,Khamsi,M,860,529-9817,WATERFORD,CT,6385,M,Y,5000,3.0,0,24500,0
106833,Jitian,Coorg,F,303,513-4320,VILAS,CO,81087,S,Y,40000,4.63,0,0,0
106834,Margriet,Dimitoglou,F,443,545-7685,ACCOKEEK,MD,20607,S,N,95000,4.75,2400,0,0
106835,Mujdat,Openshaw,M,937,660-7977,SOUTHINGTON,OH,44470,M,N,75000,3.0356412,0,2600,0
106836,Thore,Carlstrom,F,918,694-3152,COLCORD,OK,74338,M,N,100000,6.25,0,2000,0
106837,Qiuhui,Desmedt,F,435,815-4169,DELTA,UT,84624,S,Y,50000,7.0,2475,0,2475
106838,Marianne,Relihan,F,617,879-3549,BOSTON,MA,2112,M,N,70000,5.3,0,7150,0
106839,Regine,Stutschka,F,757,317-2446,NEW CANTON,VA,23123,S,N,25000,5.75,900,0,0
106840,Maeve,Diepold,F,603,770-1988,DURHAM,NH,3824,S,Y,85000,0.0,0,0,0
106841,Toshimasa,Horvitz,M,508,459-8048,NORTH CHELMSFORD,MA,1863,S,N,90000,5.3,3575,0,0
106842,Servet,Polajnar,F,785,587-6303,ROXBURY,KS,67476,S,Y,85000,6.45,2250,0,2250
106843,Achour,Zdybel,M,603,115-5327,CHESTERFIELD,NH,3443,S,N,10000,0.0,0,0,0
106844,Elof,Hodil,F,307,689-2823,EVANSVILLE,WY,82636,M,N,40000,0.0,0,0,0
106845,Gay,Liberman,F,870,394-5823,DOLPH,AR,72528,M,N,25000,6.16338,0,40,0
106846,Klaas,Morrice,F,202,412-6449,WASHINGTON,DC,20405,S,Y,60000,9.0,1370,0,1370
106847,Shiv,Whiting,F,603,612-8489,NORTH SALEM,NH,3073,M,N,25000,0.0,0,0,0
106848,Mamede,Carchiolo,F,567,688-1953,CINCINNATI,OH,45253,S,Y,100000,3.8655128,1300,0,1300
106849,Telle,Erwig,F,803,520-9188,LATTA,SC,29565,M,Y,70000,7.0,0,6600,3300
106850,Tarja,Friesem,M,971,771-3278,PORTLAND,OR,97230,S,Y,60000,9.0,159,0,159
106851,Hector,Brickell,M,253,122-3535,SEATTLE,WA,98177,M,N,80000,0.0,0,0,0
106852,Tandy,Hercksen,F,720,862-1091,PARLIN,CO,81239,M,Y,70000,4.63,0,0,0
106853,Yibin,Skurczynski,F,606,634-3179,PROVIDENCE,KY,42450,M,N,80000,6.0,0,40,0
106854,Genki,Druffel,M,312,247-2630,MURDOCK,IL,61941,S,Y,90000,3.0,2000,0,2000
